"﻿Breed","Citysize","Gender","Neutralization","Age","Weight","Color","Adoption","Disease","Behavior","B_D"
"Terrier","Metropolis","Male","No",4,2.1,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",3,2.4,"White&Brown","Yes","No","Positive","PosNo"
"Terrier","Medium City","Female","No",8,3,"Black&Brown","Yes","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",6,3,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",3,6,"Brown","No","No","Positive","PosNo"
"Working","Medium City","Female","No",3,6,"White&Black","Yes","No","Negative","NegNo"
"Toy","Big City","Male","Yes",5,2.6,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Small City","Male","No",1,3.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,3.2,"Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,20,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2.8,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,0.5,"White&Black","No","Yes","Negative","NegYes"
"Non-Sporting","Medium City","Male","No",2,3.8,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,10,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,15,"White","No","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",5,7.2,"White","No","Yes","Negative","NegYes"
"Terrier","Medium City","Male","No",1,0.3,"Black&Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",5,23,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",3,25,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,5,"White&Brown","Yes","No","Positive","PosNo"
"Toy","Medium City","Male","Yes",5,2.5,"White","Yes","No","Positive","PosNo"
"Mix","Metropolis","Male","No",1,4.5,"White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",4,9.36,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,10,"Brown","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",5,17,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,15,"White","No","No","Negative","NegNo"
"Mix","Big City","Female","No",2,5,"White&Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","No",11,1.4,"White","No","Yes","Neutral","NeuYes"
"Miscellaneous","Medium City","Female","No",5,17.5,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",2,5,"Black","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",7,7,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,4,"Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,20,"Etc","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",3,3,"Black","No","No","Positive","PosNo"
"Mix","Big City","Female","No",1,2.6,"White&Brown","Yes","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",1,0.8,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,19.9,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",2,7.5,"Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",2,3.5,"White&Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",6,3.4,"White","No","Yes","Negative","NegYes"
"Sporting","Medium City","Male","No",3,28,"Black","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",5,6,"Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",2,3,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",1,0.98,"White","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,4.1,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",6,7.3,"Brown","No","Yes","Negative","NegYes"
"Terrier","Medium City","Male","No",1,4,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Big City","Female","No",1,2,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Metropolis","Female","No",4,7,"Brown","Yes","Yes","Negative","NegYes"
"Toy","Big City","Male","No",9,2.4,"White","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",1,3,"Black&Brown","Yes","Yes","Negative","NegYes"
"Miscellaneous","Small City","Male","No",2,10,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",6,25,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,0.8,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,3.5,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Small City","Female","No",1,6,"White","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,2.5,"White&Brown","No","No","Neutral","NeuNo"
"Mix","Big City","Male","No",4,5,"Black&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,2.7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,11,"White","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",11,4,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,10,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2,"Black&Brown","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",3,5,"Black&Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,4,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",4,4,"White&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",2,30,"White&Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",3,3.5,"White&Black","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",2,4.8,"White&Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,5.3,"Brown","No","No","Positive","PosNo"
"Working","Medium City","Male","No",9,5.6,"White&Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,24,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,9,"Brown","No","No","Negative","NegNo"
"Non-Sporting","Medium City","Female","No",8,22,"Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","No",2,4,"White","Yes","No","Negative","NegNo"
"Mix","Small City","Female","No",2,3,"Black","No","No","Negative","NegNo"
"Mix","Small City","Male","No",2,5,"White&Black","Yes","No","Positive","PosNo"
"Toy","Small City","Female","No",2,4,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,23,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,1.8,"White&Brown","No","No","Negative","NegNo"
"Non-Sporting","Metropolis","Male","Yes",6,6.9,"Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",2,1,"White&Black","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,7.5,"White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",8,4.3,"White&Brown","Yes","Yes","Neutral","NeuYes"
"Herding","Big City","Male","No",5,13.5,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,3.2,"Black&White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,2,"White","No","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,1,"Black&Brown","Yes","No","Negative","NegNo"
"Mix","Medium City","Female","No",7,6,"Brown","No","No","Negative","NegNo"
"Sporting","Big City","Male","No",2,20,"Black","Yes","Yes","Negative","NegYes"
"Miscellaneous","Medium City","Male","No",1,8.2,"Black&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",3,8.5,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","Yes",3,5,"Etc","Yes","No","Positive","PosNo"
"Toy","Small City","Male","No",16,7,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,4,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.1,"Black&White&Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Female","No",2,1,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",3,5,"White","No","No","Negative","NegNo"
"Mix","Big City","Female","No",1,3.75,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,9,"White&Brown","No","No","Positive","PosNo"
"Non-Sporting","Big City","Male","Yes",2,5,"White","Yes","No","Negative","NegNo"
"Mix","Medium City","Male","No",5,5.9,"White","No","Yes","Negative","NegYes"
"Terrier","Metropolis","Male","Yes",9,6.5,"Black","No","No","Positive","PosNo"
"Miscellaneous","Medium City","Male","No",5,15,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,13.5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,3.58,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",1,5,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,6.5,"White&Brown","No","No","Positive","PosNo"
"Mix","Small City","Male","No",1,1.6,"Black&White&Brown","No","Yes","Neutral","NeuYes"
"Miscellaneous","Small City","Male","No",2,9,"Black&White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.3,"Black&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,22,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",4,7,"White&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",3,11,"White&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",4,23,"White&Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,5,"White&Black","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,5,"White","No","No","Positive","PosNo"
"Miscellaneous","Small City","Male","No",5,15,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.2,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",2,7.85,"White&Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",3,5.6,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,4,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Female","No",2,3,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,10,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,2.5,"Black&White&Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",1,3,"White&Brown","No","No","Positive","PosNo"
"Working","Medium City","Female","No",3,20,"White&Black","Yes","Yes","Neutral","NeuYes"
"Miscellaneous","Big City","Female","No",3,10,"White","Yes","No","Positive","PosNo"
"Working","Big City","Male","No",2,18,"White&Black","Yes","No","Positive","PosNo"
"Toy","Small City","Male","Yes",2,4,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,4.9,"Black&White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,7.24,"Black","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",2,14,"White&Brown","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",3,3,"Black&White&Brown","Yes","No","Negative","NegNo"
"Toy","Medium City","Female","No",6,3.7,"White","Yes","No","Positive","PosNo"
"Non-Sporting","Big City","Female","No",6,4,"Brown","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",1,7.82,"White&Black","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",4,20,"Black&Brown","Yes","No","Negative","NegNo"
"Mix","Big City","Male","No",4,5,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Male","Yes",1,4.5,"Black&Brown","No","No","Positive","PosNo"
"Herding","Medium City","Male","Yes",4,15.4,"White&Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",3,4.5,"Brown","No","No","Positive","PosNo"
"Mix","Big City","Male","No",1,5.5,"Etc","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",2,4,"Brown","No","No","Neutral","NeuNo"
"Mix","Small City","Male","No",2,28,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,2,"White","No","Yes","Negative","NegYes"
"Toy","Big City","Male","No",2,3,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",1,0.2,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Female","No",3,15,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,14,"White","No","No","Positive","PosNo"
"Non-Sporting","Big City","Male","Yes",8,3.1,"White","Yes","Yes","Negative","NegYes"
"Toy","Big City","Male","No",3,5.5,"White","No","Yes","Neutral","NeuYes"
"Hound","Small City","Female","No",6,9,"White&Brown","Yes","No","Positive","PosNo"
"Hound","Medium City","Male","No",1,2.2,"Black&Brown","Yes","Yes","Negative","NegYes"
"Mix","Metropolis","Female","No",1,2.3,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",1,2.74,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.12,"Black","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Male","No",1,0.7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,2,"White","Yes","No","Negative","NegNo"
"Toy","Medium City","Male","No",4,6,"White&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,3.4,"Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","Yes",11,2.7,"White","No","Yes","Negative","NegYes"
"Mix","Small City","Female","No",6,4,"White","No","No","Positive","PosNo"
"Mix","Medium City","Female","No",1,5.2,"White&Black","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,20,"White","No","No","Positive","PosNo"
"Mix","Big City","Male","No",11,7,"White&Brown","Yes","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,4,"Black","No","No","Positive","PosNo"
"Mix","Big City","Female","No",3,4,"White&Brown","Yes","No","Negative","NegNo"
"Herding","Medium City","Male","No",2,7.8,"White&Brown","Yes","No","Positive","PosNo"
"Toy","Big City","Female","No",2,4.54,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",5,7,"Brown","No","No","Neutral","NeuNo"
"Toy","Medium City","Male","No",1,4,"White&Brown","Yes","Yes","Negative","NegYes"
"Miscellaneous","Big City","Male","No",8,7,"White","Yes","Yes","Negative","NegYes"
"Working","Medium City","Male","No",1,11,"Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,9.5,"Black&Brown","No","No","Positive","PosNo"
"Non-Sporting","Medium City","Male","No",2,4.1,"Brown","Yes","No","Positive","PosNo"
"Miscellaneous","Medium City","Female","No",3,12,"Brown","No","Yes","Neutral","NeuYes"
"Toy","Big City","Female","No",6,4.2,"White","No","Yes","Neutral","NeuYes"
"Sporting","Medium City","Male","No",2,20,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Male","No",1,2,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",1,3,"Brown","No","No","Positive","PosNo"
"Toy","Medium City","Male","No",13,3.5,"White","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",6,5.7,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,17,"White","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",4,16,"Etc","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",2,10,"Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",1,2.5,"Brown","No","Yes","Neutral","NeuYes"
"Non-Sporting","Medium City","Female","No",2,4.8,"Brown","Yes","No","Neutral","NeuNo"
"Mix","Medium City","Female","No",1,0.6,"Black&Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1,"White&Brown","No","Yes","Negative","NegYes"
"Terrier","Medium City","Male","Yes",9,5,"Black&Brown","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",3,3.5,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,8,"White","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",2,8,"White&Brown","No","No","Positive","PosNo"
"Toy","Medium City","Female","No",7,4,"White","No","No","Positive","PosNo"
"Mix","Small City","Female","No",4,5,"White","No","No","Negative","NegNo"
"Mix","Metropolis","Female","No",1,5,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Male","No",4,8,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",4,20,"Brown","No","No","Neutral","NeuNo"
"Mix","Medium City","Male","No",1,8,"Brown","No","No","Negative","NegNo"
"Mix","Medium City","Female","No",2,8,"White","No","Yes","Negative","NegYes"
"Toy","Medium City","Male","No",3,3.2,"White","Yes","No","Positive","PosNo"
"Mix","Small City","Male","No",3,11,"Brown","Yes","No","Negative","NegNo"
"Non-Sporting","Big City","Female","No",1,10,"White&Black","Yes","No","Positive","PosNo"
"Herding","Medium City","Male","Yes",4,12,"White&Brown","Yes","No","Positive","PosNo"
"Mix","Medium City","Male","No",3,23.6,"Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",2,2.5,"Black","No","No","Negative","NegNo"
"Mix","Small City","Male","No",5,5,"White","No","No","Positive","PosNo"
"Miscellaneous","Small City","Male","No",3,23.6,"White","No","No","Negative","NegNo"
"Mix","Medium City","Male","No",3,7.2,"Black&White&Brown","No","No","Negative","NegNo"
"Mix","Small City","Female","No",1,2,"White","No","Yes","Negative","NegYes"
"Mix","Medium City","Female","No",2,8.5,"Black&Brown","No","No","Negative","NegNo"
"Toy","Medium City","Male","No",2,7.1,"Black&Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",9,15,"White","No","Yes","Negative","NegYes"
"Mix","Big City","Female","No",4,3.5,"Brown","No","Yes","Neutral","NeuYes"
"Mix","Medium City","Female","No",1,0.5,"White","Yes","No","Positive","PosNo"
"Mix","Big City","Male","No",2,3,"Brown","No","No","Positive","PosNo"
"Mix","Medium City","Male","No",1,1.4,"Brown","Yes","Yes","Negative","NegYes"
"Miscellaneous","Metropolis","Female","No",2,13.8,"White","No","Yes","Neutral","NeuYes"
